word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,the,29.97%,a,8.26%,his,3.06%
and,the,10.08%,a,2.69%,he,1.99%
the,door,1.22%,street,1.2%,old,1.08%
this,is,5.88%,was,5.23%,time,4.58%
was,a,9.04%,the,8.15%,not,4.74%
from,the,47.04%,a,4.88%,his,3.86%
of,the,30.93%,a,5.91%,his,3.26%
have,been,15.28%,a,6.11%,to,4.8%
been,a,5.83%,the,3.4%,on,1.94%
all,the,17.85%,right,5.67%,in,2.83%
other,day,6.19%,in,3.54%,he,2.65%
are,not,6.91%,in,3.72%,all,3.19%
as,he,15.5%,the,10.09%,a,7.46%
in,the,39.22%,a,7.82%,his,5.13%
has,been,18.49%,not,6.85%,come,4.79%
two,little,4.4%,weeks,3.77%,of,3.77%
thought,of,30.0%,with,7.14%,that,5.71%
well,enough,12.5%,as,12.5%,i,4.69%
children,of,8.89%,in,7.78%,were,5.56%
with,the,21.12%,a,17.91%,his,5.18%
new,york,54.22%,england,4.82%,and,2.41%
set,up,10.53%,the,10.53%,out,8.77%
up,the,13.09%,in,8.9%,and,8.12%
i,had,7.45%,am,5.42%,was,4.74%
a,little,2.82%,man,1.48%,good,1.11%
great,city,5.71%,joy,5.71%,blizzard,4.29%
many,a,15.94%,of,5.8%,as,4.35%
last,fight,3.51%,of,3.51%,the,3.51%
years,of,10.14%,ago,10.14%,before,5.8%
if,he,13.11%,they,12.02%,the,10.38%
would,have,24.03%,be,13.95%,not,7.75%
not,a,6.07%,the,3.64%,been,3.64%
an,old,8.05%,hour,2.97%,effort,2.97%
had,been,10.98%,come,6.06%,a,3.09%
much,as,17.95%,of,10.26%,the,5.13%
that,was,8.34%,the,7.49%,he,6.26%
it,was,22.25%,is,9.03%,and,3.76%
when,the,22.98%,he,17.08%,they,7.45%
said,the,19.57%,that,4.35%,and,4.35%
yet,it,6.67%,in,6.67%,but,5.33%
is,a,8.52%,the,7.96%,not,6.3%
could,not,17.83%,be,9.3%,have,6.2%
there,was,26.27%,is,11.52%,were,9.45%
some,one,15.12%,of,11.63%,day,8.14%
one,of,19.57%,another,2.8%,in,2.58%
can,be,15.25%,i,5.08%,tell,3.39%
home,the,14.43%,and,11.34%,in,8.25%
more,than,22.46%,and,3.62%,or,3.62%
than,the,15.79%,a,15.04%,one,8.27%
them,and,5.08%,on,4.44%,the,4.44%
but,the,12.78%,it,6.39%,he,5.16%
never,had,6.06%,heard,5.05%,sleeps,3.03%
even,the,15.96%,a,6.38%,if,6.38%
story,of,33.33%,window,5.0%,he,3.33%
to,the,20.5%,be,5.91%,make,2.01%
come,to,15.03%,in,11.11%,back,5.23%
me,in,4.1%,that,4.1%,to,4.1%
before,the,19.81%,he,13.21%,them,3.77%
came,to,14.12%,in,10.73%,out,6.21%
my,name,3.45%,office,3.45%,mind,3.45%
work,and,16.92%,was,7.69%,of,7.69%
police,headquarters,17.57%,station,10.81%,office,4.05%
for,the,25.47%,a,9.69%,him,4.38%
