word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
and,the,6.66%,a,3.41%,i,3.01%
the,most,2.0%,irish,1.76%,same,1.63%
this,was,6.34%,is,2.72%,moment,2.42%
was,a,5.94%,not,4.48%,the,3.92%
from,the,29.29%,his,6.6%,a,4.49%
made,a,17.78%,up,6.67%,to,5.19%
by,the,26.38%,a,8.89%,his,4.37%
of,the,23.48%,his,6.26%,a,5.15%
his,own,4.93%,lordship,4.64%,head,1.09%
own,and,4.32%,times,1.85%,country,1.85%
i,was,9.62%,had,7.5%,have,7.06%
a,very,4.12%,few,1.83%,great,1.58%
life,and,21.13%,i,5.63%,of,5.63%
sir,john,46.31%,r,8.72%,francis,8.05%
judge,of,23.33%,kelly,10.0%,and,8.33%
high,sheriff,18.46%,opinion,6.15%,and,4.62%
court,of,30.99%,and,11.27%,house,8.45%
in,the,23.75%,a,7.56%,his,6.17%
ireland,and,12.59%,he,4.9%,in,4.2%
c,c,23.64%,i,5.45%,which,5.45%
three,or,7.84%,years,7.84%,volumes,5.88%
to,the,14.01%,be,7.01%,his,2.94%
person,of,12.12%,who,10.61%,was,10.61%
whom,i,34.78%,he,19.57%,they,5.43%
have,been,17.34%,a,3.33%,had,2.61%
long,and,12.9%,before,6.45%,in,4.3%
among,the,40.0%,other,10.91%,those,9.09%
my,own,6.66%,brother,4.39%,lord,4.39%
for,the,21.56%,a,9.0%,his,5.32%
been,a,5.92%,the,2.96%,so,1.97%
is,a,8.1%,the,5.92%,not,4.98%
too,much,7.69%,late,4.4%,trivial,3.3%
be,the,5.45%,a,4.65%,considered,1.62%
any,thing,8.33%,other,6.52%,of,5.07%
it,was,25.16%,is,11.38%,to,2.91%
only,to,5.44%,as,4.08%,be,4.08%
as,a,10.21%,to,8.85%,i,6.77%
which,i,10.37%,he,8.59%,was,7.13%
may,be,40.7%,not,6.98%,appear,3.49%
one,of,34.12%,day,3.82%,side,2.06%
who,had,27.2%,was,9.87%,were,4.0%
can,be,9.84%,better,6.56%,get,4.92%
at,the,29.28%,length,8.44%,that,6.01%
all,the,14.54%,his,7.72%,was,2.67%
not,be,4.81%,at,3.61%,a,3.44%
its,being,4.76%,way,2.38%,full,1.59%
but,i,5.59%,the,5.25%,he,4.58%
first,and,4.39%,rate,4.39%,to,3.51%
me,to,8.88%,and,6.51%,that,6.21%
rather,too,10.29%,to,8.82%,a,5.88%
indeed,i,8.06%,the,6.45%,was,6.45%
myself,and,8.43%,to,7.23%,but,6.02%
think,of,10.91%,he,10.91%,i,9.09%
so,far,6.67%,much,5.33%,many,5.33%
had,been,13.77%,a,5.41%,the,4.65%
got,into,9.84%,the,9.84%,a,8.2%
nearly,as,12.5%,of,5.36%,dies,3.57%
half,an,14.04%,of,10.53%,mounted,8.77%
way,of,12.7%,as,7.94%,to,6.35%
through,the,43.48%,it,4.35%,and,4.35%
before,the,23.44%,i,8.59%,he,7.81%
could,not,24.58%,be,10.0%,have,4.58%
no,doubt,5.97%,means,4.72%,more,4.72%
fact,he,12.5%,the,8.33%,is,5.56%
since,the,9.26%,his,7.41%,he,5.56%
mind,and,15.38%,that,7.69%,of,6.15%
time,the,7.03%,in,5.95%,i,5.41%
on,the,31.79%,his,7.55%,a,6.68%
public,character,10.39%,life,5.19%,men,5.19%
far,as,24.07%,the,14.81%,too,5.56%
that,he,9.25%,the,8.89%,i,6.19%
than,the,13.85%,any,6.67%,a,5.13%
has,been,9.89%,since,5.49%,become,4.4%
after,the,15.61%,a,10.98%,i,6.94%
another,man,5.66%,work,3.77%,and,3.77%
their,own,5.58%,landlords,1.21%,hands,0.97%
or,the,3.77%,two,3.48%,three,2.9%
were,not,4.88%,in,3.46%,the,3.25%
they,were,14.98%,had,9.48%,could,4.59%
about,the,19.23%,to,11.54%,that,5.13%
found,guilty,13.16%,it,10.53%,that,10.53%
some,of,13.9%,time,8.97%,years,3.14%
years,of,8.16%,since,8.16%,in,6.12%
them,to,6.28%,and,5.24%,i,4.71%
there,was,27.54%,were,12.57%,is,11.98%
with,the,15.49%,a,13.8%,his,6.06%
what,is,12.5%,they,10.0%,was,7.5%
would,have,21.15%,be,11.54%,not,10.0%
an,hour,5.84%,old,4.77%,excellent,3.45%
however,i,8.7%,was,6.52%,the,5.8%
length,he,8.0%,the,6.67%,it,6.67%
believe,it,7.69%,that,6.15%,a,6.15%
are,the,7.22%,now,5.15%,very,3.09%
now,i,3.85%,the,2.56%,and,2.56%
will,be,11.11%,i,4.76%,do,3.97%
both,of,9.09%,the,6.49%,were,5.19%
see,the,25.93%,what,5.56%,my,5.56%
present,day,5.63%,lord,5.63%,a,4.23%
being,the,4.98%,a,3.48%,in,2.49%
might,be,25.51%,have,19.39%,not,5.1%
ever,heard,5.0%,met,5.0%,saw,4.17%
nor,was,11.59%,the,7.25%,have,5.8%
man,and,15.2%,of,8.77%,i,4.09%
over,the,29.07%,his,8.14%,to,6.98%
two,or,7.69%,years,5.98%,of,3.42%
old,and,7.34%,jug,5.5%,women,3.67%
immediately,after,8.06%,set,4.84%,sent,3.23%
set,of,12.28%,out,12.28%,up,10.53%
very,good,3.54%,large,3.22%,few,2.89%
great,grandfather,6.41%,deal,4.49%,and,3.21%
well,as,16.03%,and,5.34%,known,3.82%
having,been,17.81%,no,6.85%,the,3.42%
therefore,was,6.9%,he,5.17%,determined,5.17%
also,a,10.17%,that,5.08%,to,3.39%
other,hand,7.45%,and,4.97%,people,3.73%
people,of,10.91%,in,9.09%,and,7.27%
make,the,10.53%,an,10.53%,a,9.21%
these,sketches,3.6%,men,3.6%,circumstances,3.6%
just,as,8.93%,to,5.36%,and,5.36%
soon,after,16.22%,as,13.51%,sent,4.05%
thing,but,8.22%,to,8.22%,at,4.11%
like,a,27.12%,the,20.34%,many,5.08%
out,of,37.44%,and,4.62%,at,4.1%
took,place,17.46%,a,11.11%,the,7.94%
most,of,4.43%,respectable,2.58%,curious,1.85%
did,not,52.63%,i,3.95%,he,3.29%
many,years,17.65%,of,14.71%,a,5.15%
next,day,18.46%,morning,15.38%,to,6.15%
such,a,29.06%,as,11.11%,an,5.13%
into,the,33.17%,a,17.79%,his,6.25%
without,any,10.17%,a,8.47%,the,6.78%
am,sure,16.36%,aware,7.27%,not,7.27%
up,the,16.27%,and,7.83%,his,7.83%
he,was,19.62%,had,14.07%,could,3.05%
do,not,16.48%,so,8.79%,you,7.69%
sent,to,17.65%,in,9.8%,for,7.84%
called,a,14.49%,the,14.49%,to,8.7%
good,humour,8.7%,deal,3.73%,a,3.73%
course,of,17.46%,was,6.35%,he,6.35%
say,that,20.63%,it,6.35%,a,4.76%
either,of,13.79%,to,13.79%,side,8.62%
down,the,14.08%,to,11.27%,and,7.04%
when,the,22.73%,he,14.77%,i,13.64%
must,be,24.44%,have,22.22%,necessarily,3.33%
part,of,70.91%,in,5.45%,the,3.64%
never,was,6.38%,saw,5.53%,could,5.11%
if,he,13.12%,i,12.22%,the,9.5%
should,be,21.37%,have,16.79%,not,9.16%
get,him,10.53%,rid,8.77%,a,8.77%
himself,to,10.37%,and,8.15%,in,6.67%
same,time,21.43%,moment,5.36%,the,2.68%
him,to,10.58%,and,8.42%,in,5.4%
young,man,16.13%,men,6.45%,fellow,4.84%
large,fortune,10.94%,and,4.69%,room,1.56%
room,and,12.07%,of,6.9%,was,5.17%
castle,of,12.16%,and,9.46%,there,4.05%
till,the,20.0%,he,15.71%,i,7.14%
our,family,3.49%,own,3.49%,troops,3.49%
even,to,9.41%,a,7.06%,the,7.06%
against,him,23.61%,the,22.22%,any,6.94%
place,of,12.28%,in,12.28%,and,10.53%
quite,delighted,4.88%,enough,3.66%,a,2.44%
under,the,48.68%,his,10.53%,a,6.58%
general,and,6.17%,laugh,4.94%,the,4.94%
put,the,20.34%,a,8.47%,it,6.78%
considered,as,28.21%,a,7.69%,by,6.41%
whole,of,10.71%,affair,7.14%,country,5.36%
least,as,7.14%,to,5.36%,i,3.57%
much,more,9.63%,as,7.41%,to,4.44%
always,had,4.41%,on,2.94%,prepared,2.94%
society,and,14.81%,in,11.11%,of,7.41%
state,of,64.91%,and,7.02%,to,3.51%
generally,called,5.66%,the,5.66%,a,5.66%
thought,it,21.79%,of,11.54%,he,11.54%
still,more,9.38%,the,9.38%,i,6.25%
upon,the,33.33%,a,7.91%,my,6.21%
each,other,31.82%,of,9.09%,side,3.03%
more,than,17.2%,of,3.2%,particularly,2.0%
irish,parliament,9.88%,house,5.23%,bar,5.23%
certainly,was,10.45%,the,7.46%,did,4.48%
few,days,12.5%,minutes,6.94%,of,6.94%
men,of,19.28%,in,6.02%,were,6.02%
though,i,11.5%,not,7.96%,he,6.19%
day,and,9.48%,of,7.76%,in,7.76%
country,and,12.96%,gentlemen,8.33%,gentleman,6.48%
little,more,3.85%,and,3.85%,or,3.85%
body,of,22.39%,to,7.46%,and,4.48%
late,marquess,11.54%,lord,7.69%,sir,7.69%
give,the,12.12%,me,9.09%,him,9.09%
yet,i,8.2%,he,6.56%,was,4.92%
where,he,22.22%,the,17.46%,in,4.76%
head,of,14.75%,was,8.2%,and,8.2%
those,who,14.95%,of,8.41%,days,8.41%
gentlemen,of,22.58%,in,8.06%,and,8.06%
her,own,4.98%,to,3.83%,father,3.45%
night,and,15.09%,the,7.55%,in,5.66%
off,by,10.61%,in,10.61%,the,9.09%
character,of,26.56%,and,15.62%,i,4.69%
mr,william,6.55%,lyons,5.95%,john,5.95%
gentleman,of,12.66%,and,10.13%,in,5.06%
law,of,20.59%,and,10.29%,marriage,2.94%
dublin,and,14.29%,corporation,5.36%,university,4.46%
house,of,25.47%,and,8.7%,the,6.83%
afterward,judge,6.78%,lord,6.78%,mrs,5.08%
lady,m,11.29%,was,11.29%,of,8.06%
brother,to,9.46%,william,5.41%,and,5.41%
parliament,for,12.12%,house,6.06%,he,6.06%
lordship,was,12.68%,at,7.04%,to,7.04%
then,said,3.37%,the,2.81%,called,2.25%
death,of,25.0%,and,11.54%,but,5.77%
curran,and,15.28%,had,8.33%,was,5.56%
bar,and,16.67%,of,4.55%,to,4.55%
father,had,17.54%,and,7.02%,of,7.02%
period,of,16.98%,i,11.32%,was,5.66%
brought,him,11.54%,forward,9.62%,up,7.69%
every,thing,10.53%,body,9.57%,one,5.74%
gave,rise,17.54%,me,12.28%,the,7.02%
lord,clare,21.31%,lieutenant,13.11%,chancellor,9.84%
appeared,to,30.77%,in,7.69%,on,5.77%
heard,of,20.0%,the,14.55%,a,10.91%
said,he,22.16%,the,12.5%,i,9.09%
whilst,the,28.57%,he,14.29%,i,9.52%
told,me,31.48%,him,25.93%,them,7.41%
enough,to,34.62%,for,9.62%,and,7.69%
became,a,24.19%,more,9.68%,the,8.06%
best,to,10.71%,of,5.36%,way,3.57%
went,to,24.62%,into,7.69%,on,6.15%
honour,of,28.57%,the,5.36%,it,5.36%
we,had,12.9%,were,12.9%,have,5.65%
us,and,7.69%,that,7.69%,i,5.77%
