word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,2.86%,me,1.51%,him,1.2%
the,of,15.7%,in,6.99%,to,6.8%
at,and,3.29%,was,2.63%,be,1.31%
was,it,12.71%,he,11.33%,i,9.04%
from,and,2.64%,return,2.4%,far,1.92%
made,had,7.96%,and,5.31%,he,5.31%
of,one,2.12%,out,1.21%,some,1.16%
his,of,16.49%,in,5.47%,to,5.32%
own,his,40.58%,my,23.19%,their,11.59%
sir,dear,17.31%,by,9.62%,of,7.69%
in,and,3.65%,was,2.22%,me,1.31%
ireland,in,37.21%,of,30.23%,to,4.65%
c,c,19.4%,mr,7.46%,k,4.48%
three,or,25.0%,in,3.85%,for,3.85%
and,him,0.61%,it,0.58%,me,0.47%
a,of,8.51%,in,6.04%,and,4.04%
to,as,3.07%,me,1.82%,seemed,1.71%
lord,of,9.88%,my,9.88%,the,6.17%
general,in,20.63%,the,17.46%,a,14.29%
must,it,13.25%,i,12.05%,he,10.84%
be,to,36.78%,may,7.25%,not,6.52%
any,of,12.86%,in,10.0%,than,8.21%
but,him,1.71%,it,1.33%,not,0.95%
an,of,9.22%,was,4.9%,with,4.61%
whose,of,11.76%,those,7.84%,and,7.84%
such,of,8.93%,in,6.25%,for,3.57%
my,of,13.76%,in,8.04%,to,8.04%
on,and,3.93%,was,2.67%,out,1.26%
your,of,11.67%,for,8.33%,on,5.0%
me,to,24.18%,told,5.79%,with,2.77%
those,of,34.91%,to,6.6%,by,5.66%
have,i,28.73%,to,12.03%,would,11.36%
you,if,7.04%,do,6.34%,to,5.63%
for,him,1.24%,as,1.24%,it,1.24%
when,and,7.69%,but,3.08%,that,3.08%
has,he,7.55%,it,6.6%,who,6.6%
no,had,8.98%,was,4.95%,that,3.72%
where,every,7.41%,spot,4.94%,and,4.94%
will,i,18.02%,he,8.11%,you,7.21%
time,the,16.29%,same,11.8%,that,8.99%
i,and,8.68%,that,5.52%,which,4.17%
as,and,5.46%,well,2.73%,considered,2.28%
may,it,10.68%,i,7.77%,you,3.88%
if,as,25.58%,that,6.4%,and,6.4%
it,that,5.82%,and,5.14%,of,4.06%
not,did,14.88%,could,11.42%,was,11.07%
very,a,29.58%,the,10.92%,was,8.45%
am,i,94.23%,and,3.85%,so,1.92%
with,together,2.54%,and,2.26%,acquainted,1.55%
before,and,4.27%,never,3.42%,even,3.42%
honour,the,31.58%,your,21.05%,of,17.54%
called,was,15.52%,he,8.62%,be,6.9%
mr,of,14.57%,by,9.27%,to,7.28%
character,the,18.97%,and,10.34%,irish,5.17%
is,it,29.08%,there,4.08%,and,2.55%
life,of,20.97%,his,19.35%,my,17.74%
some,by,6.99%,in,6.99%,on,6.11%
all,of,14.12%,at,8.47%,in,7.91%
last,the,55.36%,at,14.29%,this,5.36%
lady,a,9.68%,the,9.68%,young,7.53%
out,set,5.2%,turned,5.2%,held,3.47%
her,of,17.74%,to,6.43%,and,4.48%
he,that,9.46%,which,5.76%,and,4.13%
under,and,11.27%,that,4.23%,marries,2.82%
being,of,13.39%,as,7.87%,not,6.3%
this,of,16.3%,on,7.07%,in,7.07%
up,made,4.73%,set,4.73%,brought,3.38%
among,club,3.85%,manifested,3.85%,heard,3.85%
than,more,13.73%,better,6.37%,rather,3.92%
irish,the,42.86%,of,12.7%,an,11.11%
off,set,11.67%,head,8.33%,got,5.0%
most,the,39.17%,a,12.5%,and,7.92%
nature,the,13.16%,good,7.89%,of,7.89%
them,of,29.28%,to,2.21%,with,1.66%
mrs,of,20.73%,and,8.54%,to,7.32%
young,the,20.0%,a,18.46%,very,7.69%
public,the,20.37%,in,9.26%,a,5.56%
that,of,6.84%,and,5.33%,on,2.31%
dublin,in,29.82%,of,21.05%,the,15.79%
then,and,13.1%,was,13.1%,not,3.45%
english,the,53.16%,an,10.13%,in,5.06%
its,of,14.97%,to,7.19%,and,6.59%
present,the,59.26%,at,7.41%,were,3.7%
old,the,41.67%,an,11.11%,of,3.7%
fact,in,73.42%,the,13.92%,this,3.8%
more,the,7.29%,much,6.48%,and,4.45%
people,the,23.88%,other,7.46%,of,7.46%
family,my,18.57%,his,17.14%,the,7.14%
