word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
the,martians,2.88%,pit,1.52%,road,1.52%
of,the,33.38%,a,4.79%,their,1.97%
by,the,33.33%,a,15.48%,means,2.78%
but,the,12.46%,i,8.54%,it,4.98%
who,had,26.03%,have,9.59%,were,8.22%
in,the,37.73%,a,12.37%,my,2.56%
these,things,9.73%,martians,5.31%,were,4.42%
if,they,15.87%,the,11.11%,it,7.94%
they,were,14.43%,had,11.48%,are,5.25%
be,the,6.21%,seen,5.52%,a,4.83%
are,we,9.52%,coming,8.33%,the,7.14%
we,had,7.92%,were,7.08%,saw,5.83%
or,two,7.43%,so,4.73%,more,4.73%
and,the,8.99%,a,3.34%,then,2.89%
all,the,21.29%,that,9.9%,about,6.44%
things,i,15.25%,that,10.17%,but,5.08%
made,a,23.61%,me,6.94%,for,5.56%
for,the,24.41%,a,22.06%,my,2.94%
man,in,12.82%,who,7.69%,on,5.98%
martians,were,9.88%,i,8.64%,had,8.02%
i,had,7.67%,was,7.27%,saw,5.19%
common,and,13.11%,there,8.2%,the,6.56%
cylinder,and,10.94%,was,9.38%,had,7.81%
heat,ray,63.79%,rays,6.9%,and,5.17%
road,and,13.0%,to,7.0%,towards,5.0%
night,and,9.8%,the,8.82%,was,7.84%
at,the,33.66%,last,7.62%,that,6.63%
what,i,11.22%,is,10.2%,had,7.14%
saw,the,20.0%,a,13.85%,it,3.85%
with,the,20.71%,a,18.49%,my,3.12%
london,was,9.68%,the,6.45%,and,6.45%
had,been,17.5%,seen,3.29%,a,3.12%
from,the,41.55%,which,5.41%,mars,4.39%
under,the,51.43%,foot,7.14%,cover,7.14%
house,and,12.9%,at,8.06%,i,8.06%
hill,i,12.07%,and,8.62%,the,6.9%
one,of,21.05%,or,4.74%,another,4.21%
no,one,9.41%,doubt,7.65%,longer,7.65%
would,have,21.21%,be,12.12%,seem,9.09%
have,been,15.6%,seen,3.67%,done,2.75%
last,i,7.35%,and,4.41%,night,4.41%
that,the,9.52%,i,6.75%,was,5.16%
this,was,6.15%,way,4.92%,earth,3.28%
was,a,10.28%,the,7.09%,no,2.36%
as,i,16.74%,the,11.31%,it,10.18%
his,head,4.51%,face,4.1%,eyes,3.69%
men,and,10.0%,from,5.0%,like,4.0%
about,the,21.89%,me,13.02%,us,4.73%
their,way,2.36%,eyes,2.36%,faces,1.89%
were,the,3.87%,being,2.49%,no,2.21%
a,little,2.78%,man,2.65%,time,1.71%
might,be,20.75%,have,20.75%,not,5.66%
water,and,8.86%,i,7.59%,was,5.06%
went,on,16.33%,to,11.22%,into,11.22%
to,the,14.72%,be,4.65%,me,3.77%
over,the,42.34%,and,5.11%,it,4.38%
little,boy,3.6%,way,3.6%,and,2.7%
it,was,24.17%,is,6.64%,had,6.0%
is,the,7.43%,possible,4.73%,no,4.05%
them,and,8.29%,to,4.42%,they,3.31%
only,one,9.23%,to,7.69%,a,7.69%
upon,the,33.53%,a,7.78%,me,7.19%
some,of,14.66%,time,6.9%,way,6.03%
those,who,23.64%,days,9.09%,of,5.45%
there,was,29.66%,were,21.19%,i,4.24%
other,a,5.36%,i,5.36%,and,5.36%
across,the,76.84%,a,5.26%,space,2.11%
our,minds,4.08%,position,4.08%,imprisonment,3.06%
against,the,66.18%,them,5.88%,this,2.94%
us,and,9.28%,i,5.15%,the,4.12%
came,a,10.0%,upon,9.33%,out,8.67%
must,have,46.67%,be,13.33%,go,5.0%
any,rate,10.17%,more,8.47%,of,5.08%
than,the,18.87%,a,15.09%,our,3.77%
before,the,16.67%,i,9.09%,he,7.58%
its,way,5.23%,own,2.61%,surface,1.96%
which,the,12.0%,i,10.0%,he,8.0%
could,not,19.83%,see,16.38%,be,7.76%
so,far,7.14%,that,6.59%,soon,6.59%
up,the,16.77%,and,15.53%,to,8.7%
very,slowly,5.06%,little,3.8%,much,3.8%
far,away,26.98%,as,15.87%,from,11.11%
not,a,7.49%,know,6.42%,only,3.74%
more,than,18.42%,of,6.58%,people,3.95%
still,in,6.25%,and,5.21%,a,4.17%
now,and,9.8%,that,4.9%,i,3.92%
even,as,18.57%,the,10.0%,to,8.57%
day,and,9.09%,of,9.09%,i,7.58%
see,the,28.99%,it,7.25%,them,5.8%
through,the,58.93%,a,11.61%,and,1.79%
side,of,36.84%,by,8.77%,and,8.77%
an,enormous,2.92%,extraordinary,2.92%,accident,2.92%
after,the,23.0%,a,18.0%,i,6.0%
out,of,43.1%,to,5.17%,and,5.17%
seen,the,21.54%,and,6.15%,on,3.08%
back,to,19.72%,and,8.45%,he,5.63%
been,a,4.76%,the,4.17%,at,2.98%
time,i,15.13%,and,11.76%,the,7.56%
on,the,38.02%,a,4.68%,its,2.48%
first,i,13.95%,time,11.63%,speaker,2.33%
then,i,13.94%,the,9.09%,he,6.67%
heard,a,21.43%,the,20.0%,of,7.14%
pit,and,15.85%,i,10.98%,the,6.1%
into,the,55.9%,a,9.74%,my,4.1%
two,men,5.0%,or,5.0%,days,5.0%
towards,the,52.63%,me,10.53%,them,5.26%
he,said,13.4%,was,12.2%,had,6.7%
suddenly,i,10.53%,the,7.02%,and,5.26%
nothing,of,23.53%,to,11.76%,was,9.8%
me,and,10.38%,i,7.69%,to,5.0%
him,and,11.69%,that,5.84%,i,3.9%
red,weed,36.11%,glow,4.17%,glare,4.17%
black,smoke,20.49%,and,6.56%,vapour,5.74%
seemed,to,38.46%,as,4.4%,a,3.3%
my,brother,19.69%,wife,5.82%,mind,5.82%
people,were,12.66%,in,11.39%,who,6.96%
three,of,13.56%,or,6.78%,hundred,3.39%
you,see,9.52%,are,9.52%,know,7.94%
another,moment,20.97%,and,8.06%,the,4.84%
way,and,9.38%,to,7.29%,through,5.21%
stood,at,5.56%,up,4.17%,a,4.17%
smoke,and,10.39%,of,6.49%,but,6.49%
down,the,33.07%,and,6.3%,to,4.72%
said,the,15.29%,i,14.01%,he,8.28%
again,and,15.74%,the,9.26%,for,5.56%
here,and,25.86%,i,6.9%,there,5.17%
did,not,52.94%,so,8.24%,they,7.06%
away,from,22.95%,to,13.11%,i,6.56%
her,and,7.58%,to,6.06%,hand,4.55%
houses,and,14.93%,the,5.97%,in,4.48%
myself,in,7.69%,to,7.69%,had,5.77%
trees,and,19.67%,about,6.56%,towards,4.92%
when,i,35.62%,the,15.07%,it,8.22%
found,the,15.15%,a,15.15%,myself,10.61%
began,to,54.39%,a,8.77%,running,5.26%
like,a,29.67%,the,19.78%,that,3.3%
come,into,13.46%,from,9.62%,in,9.62%
martian,and,5.06%,had,5.06%,in,3.8%
along,the,62.12%,a,7.58%,and,6.06%
brother,could,5.56%,saw,5.56%,was,4.44%
