word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,2.9%,invented,1.35%,made,1.16%
in,n,3.51%,and,1.57%,used,1.29%
a,n,17.61%,of,10.06%,with,4.74%
was,it,13.85%,he,7.08%,that,4.31%
at,it,2.34%,look,1.75%,was,1.75%
long,so,11.86%,a,8.47%,as,8.47%
that,of,3.05%,is,2.41%,all,1.78%
of,one,2.22%,out,1.47%,kind,1.35%
it,that,5.47%,of,2.99%,if,2.16%
with,and,2.45%,him,1.78%,it,1.56%
the,of,15.11%,in,6.67%,to,6.36%
word,the,52.24%,a,17.91%,this,5.97%
which,in,13.06%,of,6.72%,that,5.97%
had,he,17.18%,who,8.59%,they,4.29%
not,is,13.22%,did,6.1%,are,5.42%
to,him,1.5%,is,1.13%,right,1.13%
or,more,2.02%,thought,1.52%,state,1.52%
this,in,11.39%,of,10.89%,to,5.94%
more,no,14.29%,is,8.33%,the,7.14%
been,have,29.69%,has,20.31%,had,18.75%
upon,down,3.88%,looked,2.91%,hand,2.91%
him,to,7.89%,upon,2.63%,for,2.63%
when,but,4.93%,that,4.23%,time,4.23%
out,get,5.13%,come,3.85%,it,3.85%
its,of,18.18%,in,6.06%,and,4.24%
these,of,23.53%,by,7.84%,that,5.88%
were,they,12.4%,it,6.2%,there,4.65%
some,by,9.0%,of,9.0%,in,7.0%
them,of,14.43%,among,4.12%,make,4.12%
they,that,14.29%,as,4.76%,if,4.23%
into,it,5.41%,go,2.7%,thrust,2.7%
so,and,10.11%,is,5.06%,not,3.37%
any,in,7.14%,with,5.36%,as,5.36%
as,known,3.8%,such,2.24%,and,1.79%
their,of,15.38%,in,8.24%,and,3.85%
and,him,0.68%,civilization,0.43%,it,0.43%
many,and,11.59%,as,10.14%,of,8.7%
is,it,17.54%,that,4.6%,there,3.36%
made,is,15.38%,god,6.15%,was,6.15%
but,them,2.17%,is,1.44%,nothing,1.44%
no,is,12.24%,has,5.44%,have,4.76%
his,of,15.51%,in,5.79%,and,5.05%
own,his,36.23%,our,13.04%,their,13.04%
be,to,39.85%,may,9.96%,would,6.13%
who,one,16.73%,man,5.32%,those,5.32%
from,distinguished,5.26%,it,1.88%,himself,1.13%
n,fool,0.37%,existence,0.25%,money,0.25%
an,n,24.05%,of,11.43%,as,4.05%
whose,dead,3.28%,man,3.28%,from,3.28%
all,of,8.89%,in,8.44%,and,5.33%
for,and,1.35%,him,1.35%,all,1.13%
her,of,18.75%,with,4.69%,to,3.12%
men,of,17.65%,all,11.76%,that,3.92%
one,n,19.49%,of,5.78%,is,5.05%
know,to,31.37%,we,15.69%,i,15.69%
if,and,5.71%,as,4.76%,but,4.76%
would,it,14.08%,he,11.27%,that,8.45%
dead,the,35.09%,a,10.53%,when,3.51%
adj,abnormal,1.14%,abrupt,1.14%,absent,1.14%
man,a,27.74%,the,13.87%,of,6.57%
than,more,14.81%,better,11.11%,less,3.7%
he,that,12.59%,as,4.84%,when,3.87%
himself,of,7.14%,to,3.57%,on,3.57%
have,to,18.1%,i,5.43%,they,4.98%
what,in,6.9%,to,5.75%,that's,3.45%
my,in,5.45%,and,4.55%,with,4.55%
i,that,5.45%,and,4.67%,if,2.72%
only,the,14.52%,but,8.06%,is,8.06%
on,and,2.12%,arrested,1.59%,here,1.59%
said,is,9.85%,he,7.58%,and,5.3%
like,you,5.36%,and,3.57%,should,3.57%
without,another,2.86%,and,2.86%,round,2.86%
are,they,11.48%,there,6.97%,we,4.51%
most,the,49.43%,a,6.9%,is,5.75%
another,of,26.56%,to,7.81%,one,6.25%
do,to,25.86%,i,6.9%,you,5.17%
person,a,41.79%,the,13.43%,first,5.97%
has,who,11.98%,it,10.18%,he,8.98%
having,adj,9.86%,who,5.63%,and,5.63%
where,place,13.21%,school,3.77%,is,3.77%
good,the,24.36%,a,11.54%,and,7.69%
you,that,8.0%,do,3.5%,to,3.0%
our,of,30.11%,in,12.9%,to,3.23%
we,that,13.27%,which,7.08%,whom,4.42%
other,the,31.51%,and,9.59%,no,6.85%
being,of,7.81%,supreme,4.69%,human,4.69%
two,of,16.88%,the,15.58%,in,3.9%
every,of,13.73%,and,11.76%,in,7.84%
now,is,23.44%,are,7.81%,but,3.12%
will,it,12.66%,i,8.86%,he,6.33%
great,the,19.32%,of,9.09%,with,7.95%
your,in,7.44%,of,6.61%,is,2.48%
day,one,25.86%,to,15.52%,the,12.07%
may,it,8.7%,he,8.7%,we,2.9%
about,nothing,5.77%,something,3.85%,written,1.92%
there,and,7.95%,as,3.41%,if,3.41%
then,and,15.38%,why,4.62%,birth,3.08%
me,to,7.58%,let,6.06%,ask,4.55%
known,is,7.27%,well,7.27%,was,7.27%
time,the,31.37%,of,13.73%,that,7.84%
