word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,3.87%,me,2.0%,him,1.5%
my,of,19.53%,in,6.92%,to,6.08%
and,me,1.73%,slavery,1.0%,it,0.71%
freedom,of,20.78%,my,12.99%,to,9.09%
a,of,7.69%,as,5.53%,was,5.45%
to,and,2.76%,me,2.28%,him,1.24%
is,it,21.96%,he,7.66%,there,6.07%
from,and,2.52%,escape,2.24%,far,1.82%
thing,a,21.21%,the,10.61%,any,9.09%
so,do,7.51%,and,6.14%,not,3.75%
that,and,5.54%,in,3.07%,of,2.87%
the,of,14.46%,in,9.22%,to,6.79%
of,one,1.88%,part,1.21%,out,1.17%
human,of,31.25%,the,16.67%,a,6.25%
being,of,29.93%,without,4.38%,from,4.38%
in,and,4.08%,was,1.72%,me,1.52%
new,in,21.02%,my,16.48%,of,10.8%
as,well,5.66%,me,3.04%,and,2.53%
for,and,2.43%,me,1.98%,but,1.8%
his,of,18.76%,in,6.85%,to,5.41%
character,the,21.92%,his,19.18%,and,5.48%
but,me,2.48%,it,1.55%,was,1.55%
most,the,42.27%,a,7.22%,that,4.64%
an,of,9.16%,as,7.55%,was,7.55%
people,the,23.93%,colored,23.93%,white,3.68%
slavery,of,33.26%,anti,15.67%,from,5.15%
with,and,3.21%,me,3.02%,acquainted,1.7%
it,and,4.01%,that,3.75%,as,3.24%
or,word,1.76%,seven,1.32%,one,1.32%
this,of,12.5%,in,11.82%,to,6.53%
slave,the,36.79%,a,30.75%,of,3.4%
i,that,5.98%,and,5.87%,as,4.49%
first,the,56.17%,my,6.79%,at,4.94%
home,the,27.55%,new,14.29%,at,12.24%
plantation,the,40.58%,home,18.84%,this,11.59%
into,me,5.06%,it,3.93%,went,3.93%
slaves,the,29.56%,of,6.2%,his,5.84%
on,and,1.85%,me,1.85%,going,1.28%
life,my,17.93%,a,9.24%,of,8.15%
great,the,41.04%,a,11.56%,of,5.2%
house,the,32.14%,great,23.21%,his,8.93%
baltimore,in,30.09%,to,23.89%,of,8.85%
came,i,15.73%,he,5.62%,they,4.49%
spirit,the,34.33%,my,11.94%,and,7.46%
religious,and,19.23%,the,13.46%,a,13.46%
nature,the,17.28%,human,16.05%,by,11.11%
experience,my,27.42%,own,8.06%,personal,6.45%
st,from,15.25%,of,15.25%,to,15.25%
covey,mr,28.26%,of,12.32%,edward,4.35%
another,that,9.52%,to,7.14%,in,7.14%
away,run,17.76%,running,15.89%,me,4.67%
escape,my,23.94%,to,15.49%,of,15.49%
liberty,of,26.58%,and,7.59%,the,7.59%
one,any,6.53%,of,4.18%,was,4.18%
old,my,16.06%,the,13.3%,of,9.63%
master,old,20.87%,of,10.43%,his,9.86%
anti,the,35.06%,an,11.69%,of,6.49%
if,that,8.55%,and,7.69%,as,6.84%
now,was,14.95%,i,10.32%,had,4.98%
public,the,24.0%,a,13.33%,british,12.0%
were,we,12.77%,they,12.41%,there,8.21%
work,to,15.0%,at,7.86%,of,6.43%
its,of,16.21%,in,14.83%,and,8.97%
might,i,15.45%,he,8.13%,it,8.13%
be,to,39.85%,may,8.2%,would,6.31%
two,or,14.89%,the,8.51%,of,6.38%
very,the,15.5%,a,14.73%,was,7.36%
words,the,10.17%,his,8.47%,own,5.08%
too,was,10.28%,then,5.61%,is,4.67%
have,i,28.24%,would,9.31%,to,9.16%
