word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,the,24.31%,a,6.88%,which,3.21%
the,world,1.82%,room,1.6%,man,1.58%
picture,and,9.86%,had,5.63%,was,5.63%
of,the,18.79%,his,5.39%,a,4.92%
dorian,gray,34.72%,you,4.65%,he,3.18%
gray,i,5.82%,was,5.82%,is,4.76%
is,the,9.42%,a,7.54%,not,4.99%
things,that,16.54%,are,6.3%,of,5.51%
to,be,8.38%,the,8.19%,him,6.08%
art,is,7.89%,of,6.58%,you,6.58%
and,the,6.87%,i,3.1%,he,2.28%
he,had,13.97%,was,10.46%,is,3.96%
who,had,17.33%,was,8.89%,is,6.22%
can,you,10.2%,be,8.16%,do,4.08%
into,the,38.36%,his,11.32%,a,10.69%
or,the,8.22%,a,6.85%,something,3.65%
a,moment,2.22%,little,2.04%,few,1.98%
his,own,7.14%,eyes,3.12%,hand,3.12%
as,he,17.35%,a,7.43%,if,6.9%
those,who,23.08%,two,4.62%,virtues,3.08%
in,the,23.79%,a,9.02%,his,8.35%
are,not,7.26%,the,4.03%,you,4.03%
being,charming,3.17%,talked,3.17%,a,3.17%
this,is,8.16%,morning,7.48%,girl,4.76%
for,a,13.53%,the,10.45%,him,4.97%
there,was,30.56%,is,20.77%,are,6.53%
they,are,13.84%,were,7.23%,had,6.29%
only,thing,6.31%,one,4.5%,two,4.5%
beauty,and,10.91%,of,10.91%,that,9.09%
no,one,8.72%,answer,4.59%,i,4.13%
such,a,27.27%,as,12.99%,thing,6.49%
thing,that,10.0%,was,7.5%,as,6.67%
an,hour,6.14%,old,3.95%,extraordinary,3.07%
well,i,16.67%,as,10.61%,he,6.06%
that,he,8.87%,is,7.02%,i,6.8%
all,the,20.27%,that,8.59%,i,4.81%
own,soul,8.46%,life,5.38%,beauty,3.85%
face,and,11.21%,in,9.35%,of,9.35%
not,to,4.45%,been,3.39%,a,2.97%
life,and,9.61%,i,7.42%,that,6.99%
man,who,10.59%,is,4.71%,was,4.71%
but,i,18.48%,you,6.58%,the,5.57%
anything,about,11.76%,in,8.82%,else,8.82%
be,a,6.42%,the,2.65%,in,2.65%
has,been,14.88%,a,5.36%,happened,4.76%
ever,be,8.97%,done,6.41%,seen,5.13%
everything,that,16.18%,about,8.82%,and,5.88%
thought,of,21.69%,you,12.05%,that,12.05%
from,the,31.33%,his,6.83%,her,4.82%
at,the,25.64%,him,8.36%,all,5.27%
once,that,8.86%,and,6.33%,or,5.06%
go,to,23.48%,in,6.09%,away,6.09%
do,you,22.16%,with,9.19%,it,7.03%
so,much,7.29%,i,4.45%,he,4.05%
their,own,6.41%,lives,3.21%,way,1.92%
it,is,17.59%,was,17.37%,had,3.74%
really,the,4.85%,a,3.88%,very,3.88%
about,it,10.91%,the,9.09%,him,4.55%
when,he,19.82%,i,12.44%,the,9.22%
with,a,15.88%,the,9.16%,his,5.19%
himself,and,7.55%,down,6.6%,to,6.6%
we,are,16.57%,have,8.88%,were,8.88%
long,as,11.11%,time,4.17%,ago,4.17%
one,of,17.63%,who,4.21%,has,3.95%
