word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,the,26.23%,a,6.41%,his,3.21%
and,the,7.13%,a,2.64%,he,2.47%
the,other,1.0%,same,0.9%,old,0.87%
an,old,6.65%,instant,3.76%,hour,2.13%
after,the,12.02%,a,8.21%,him,5.73%
two,and,3.87%,young,3.05%,of,2.85%
house,of,14.74%,in,6.77%,and,6.37%
a,little,1.89%,few,1.57%,man,1.43%
little,chandler,8.19%,man,3.02%,boy,1.94%
day,i,5.94%,and,4.55%,in,3.5%
in,the,32.22%,a,7.91%,his,6.65%
room,and,6.63%,in,6.02%,was,4.82%
mother,of,7.87%,the,7.09%,and,6.3%
dead,and,7.14%,sea,5.0%,he,3.57%
there,was,21.88%,is,4.88%,he,4.28%
was,a,9.74%,the,4.9%,in,3.82%
no,one,5.85%,more,5.48%,no,4.36%
for,the,18.03%,a,11.3%,him,4.44%
him,to,6.23%,and,6.13%,a,3.89%
this,morning,5.65%,is,4.37%,time,3.46%
time,to,6.99%,he,5.93%,of,4.87%
it,was,15.75%,is,5.76%,to,2.81%
night,he,5.11%,in,4.79%,of,4.79%
i,was,7.54%,am,4.15%,suppose,3.16%
had,been,10.71%,a,7.37%,to,4.64%
passed,the,10.77%,out,9.23%,over,6.15%
of,the,22.96%,his,5.12%,a,5.07%
window,of,11.88%,and,6.93%,the,5.94%
same,time,11.11%,way,4.23%,old,3.17%
way,to,7.93%,he,7.32%,of,6.4%
if,he,18.21%,you,16.98%,i,12.81%
he,was,10.24%,had,8.7%,said,7.24%
thought,of,14.53%,he,9.88%,it,7.56%
would,be,18.48%,have,10.07%,not,4.95%
see,the,10.57%,him,5.69%,you,4.88%
on,the,35.72%,his,7.85%,a,5.2%
knew,that,17.5%,the,9.38%,how,5.62%
that,he,7.29%,was,6.03%,the,5.02%
must,be,29.96%,have,20.6%,get,5.24%
be,a,6.97%,the,4.07%,in,3.17%
at,the,33.43%,his,5.23%,all,3.89%
head,and,12.15%,of,9.03%,to,4.51%
said,mr,12.08%,the,4.98%,he,4.98%
to,the,12.71%,be,6.73%,his,2.93%
me,to,6.0%,and,4.29%,the,4.19%
