word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,the,23.15%,a,12.44%,that,2.52%
and,the,6.55%,then,3.72%,i,3.03%
the,world,2.75%,sea,1.85%,first,1.08%
of,the,21.15%,a,5.39%,my,2.4%
with,a,17.13%,the,15.4%,an,5.05%
a,little,5.6%,time,1.87%,man,1.81%
new,york,5.13%,world,3.85%,phase,2.99%
in,the,26.75%,a,10.4%,my,4.5%
to,the,9.45%,be,6.96%,me,4.36%
our,lives,3.61%,own,3.04%,race,1.71%
were,the,3.41%,to,3.41%,a,2.95%
see,the,8.79%,her,7.17%,that,6.51%
i,had,7.26%,was,6.91%,have,4.22%
his,eyes,2.69%,face,2.42%,own,2.33%
lady,mary,13.48%,poynting,7.83%,and,4.35%
mary,i,14.63%,and,13.17%,was,4.39%
this,is,4.28%,was,2.78%,time,2.14%
last,i,5.74%,the,5.33%,and,5.33%
first,time,7.72%,the,4.78%,to,4.04%
want,to,55.81%,you,10.23%,of,4.65%
very,much,6.5%,little,2.85%,beautiful,2.64%
much,more,8.33%,as,7.87%,to,6.94%
down,to,13.09%,the,13.09%,in,5.82%
my,mind,7.44%,cousin,7.08%,life,5.13%
life,and,10.29%,of,9.09%,i,6.94%
do,not,17.56%,you,13.36%,it,6.3%
so,much,7.78%,that,7.27%,far,6.76%
now,i,7.44%,that,6.4%,and,5.58%
that,i,6.46%,the,3.93%,was,3.9%
have,been,15.94%,to,7.61%,a,4.97%
come,to,21.84%,back,10.92%,and,5.8%
are,you,4.85%,going,3.72%,the,3.39%
all,the,18.92%,that,8.9%,this,6.25%
out,of,41.03%,to,5.32%,the,3.82%
things,that,9.5%,i,7.72%,and,6.53%
little,while,4.72%,and,2.12%,things,1.79%
they,were,15.88%,had,8.61%,are,8.36%
never,been,6.93%,had,5.19%,to,4.76%
been,a,7.41%,so,2.71%,in,2.53%
any,rate,9.91%,one,8.16%,other,5.25%
through,the,39.29%,a,10.71%,all,5.1%
me,i,8.18%,and,7.99%,to,6.67%
as,a,10.88%,i,9.23%,if,8.02%
well,as,12.34%,said,7.79%,he,5.19%
can,be,11.4%,still,3.95%,see,3.95%
am,going,10.97%,i,10.32%,not,7.1%
still,in,6.06%,to,5.76%,and,5.45%
man,and,6.3%,who,6.3%,of,4.99%
mind,and,8.68%,of,7.02%,that,4.96%
one,of,16.23%,another,5.41%,has,2.64%
think,of,20.39%,i,9.87%,that,7.89%
is,a,9.85%,the,8.25%,not,4.78%
you,know,8.49%,are,5.49%,will,3.81%
only,a,10.62%,the,6.96%,to,6.23%
not,to,5.3%,a,4.98%,only,4.05%
but,i,10.33%,the,6.88%,it,5.12%
going,to,55.43%,on,10.86%,out,5.14%
be,a,6.4%,the,2.79%,no,2.33%
day,and,9.55%,i,7.27%,of,4.55%
will,be,17.25%,not,7.02%,have,4.68%
when,i,22.13%,the,10.11%,he,7.92%
know,what,6.86%,that,6.33%,the,5.28%
how,i,7.46%,can,5.76%,the,4.07%
has,been,13.53%,to,7.06%,a,5.0%
then,i,9.26%,the,6.17%,he,6.17%
it,was,20.02%,is,14.48%,seemed,3.22%
too,late,7.85%,much,7.85%,i,3.14%
for,a,20.24%,the,14.16%,me,3.57%
your,life,5.08%,mother,4.07%,dealer,2.71%
old,man,4.65%,world,3.26%,days,2.79%
people,who,7.66%,and,5.36%,are,4.98%
at,the,21.75%,last,11.2%,all,6.79%
if,i,15.96%,you,13.85%,he,9.42%
such,a,24.59%,things,7.1%,as,4.37%
came,to,18.47%,into,7.1%,back,6.25%
was,a,9.09%,the,5.58%,to,3.5%
from,the,31.38%,that,4.4%,my,3.08%
him,and,10.41%,to,5.64%,in,4.23%
