word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,12.5%,came,6.94%,him,5.56%
the,in,12.47%,of,10.0%,all,7.18%
mother,old,92.31%,team,1.1%,buzzard,1.1%
why,know,8.51%,frog,4.26%,wind,3.19%
of,out,7.27%,one,4.79%,adventures,3.55%
old,of,7.37%,that,6.45%,dear,4.61%
and,it,2.22%,him,2.12%,forest,1.69%
time,the,23.48%,long,16.52%,this,7.83%
little,a,20.42%,merry,18.31%,the,14.08%
he,that,10.99%,when,5.4%,and,5.01%
right,went,6.56%,was,6.56%,guessed,4.92%
on,right,5.33%,sitting,5.33%,rings,4.67%
about,all,12.63%,thought,5.26%,on,4.21%
his,of,10.11%,on,6.74%,in,6.53%
peter,said,4.21%,at,3.83%,replied,3.45%
mr,old,12.95%,and,6.89%,little,6.61%
grandfather,replied,6.09%,ask,5.08%,said,5.08%
frog,grandfather,100.0%
how,see,10.61%,is,7.58%,knew,7.58%
when,ago,6.8%,and,6.12%,but,4.08%
green,the,66.22%,big,18.92%,foolish,10.81%
rabbit,peter,65.31%,mr,31.63%,brer,2.04%
for,him,4.05%,reason,3.6%,enough,3.15%
i,if,8.66%,that,6.06%,and,5.63%
chipmunk,striped,51.92%,mr,48.08%
is,it,22.75%,he,13.76%,there,7.94%
never,he,16.9%,i,12.68%,and,9.86%
has,he,30.16%,coyote,7.94%,jay,4.76%
a,chug,6.29%,such,5.94%,for,5.22%
in,twinkle,2.63%,down,2.63%,house,2.26%
tail,a,25.0%,his,15.74%,no,4.63%
there,that,11.11%,and,5.05%,as,4.04%
to,began,3.52%,had,2.73%,him,2.08%
have,to,13.86%,would,12.87%,didn't,9.9%
no,that,10.68%,have,8.74%,had,8.74%
at,looked,4.73%,tail,4.73%,hard,3.38%
with,and,3.73%,himself,3.73%,play,2.99%
him,to,8.26%,with,6.88%,for,5.96%
as,just,16.14%,much,3.14%,soon,3.14%
they,that,10.97%,as,9.03%,and,4.52%
were,they,31.34%,who,5.97%,there,5.97%
all,at,8.72%,of,7.18%,and,5.13%
very,was,17.41%,a,9.45%,the,8.96%
would,he,35.24%,it,11.43%,i,7.62%
like,would,5.56%,didn't,5.56%,sounded,5.56%
know,you,31.31%,to,20.2%,didn't,12.12%
be,to,34.78%,would,13.91%,must,10.43%
you,if,8.61%,that,6.15%,do,5.74%
so,was,10.48%,and,6.67%,ever,6.67%
out,keep,10.09%,find,8.26%,found,8.26%
them,of,18.82%,at,7.06%,with,4.71%
then,and,34.38%,just,5.21%,was,3.12%
that,and,4.25%,found,3.86%,so,3.47%
it,of,5.6%,that,5.35%,about,5.11%
thought,he,17.74%,i,11.29%,had,8.06%
could,he,54.43%,i,8.86%,she,6.33%
do,to,29.87%,what,12.99%,i,11.69%
see,you,32.43%,to,29.73%,didn't,6.76%
was,he,26.64%,it,16.48%,there,5.87%
what,just,6.8%,about,5.83%,know,4.85%
great,a,41.56%,the,12.99%,great,11.69%
down,tumble,10.67%,sat,10.67%,right,9.33%
from,come,5.08%,out,5.08%,different,5.08%
but,it,2.35%,nothing,2.35%,know,2.35%
way,the,26.32%,that,11.84%,this,5.26%
get,to,45.28%,could,7.55%,couldn't,5.66%
if,as,17.14%,and,6.67%,even,4.76%
just,was,9.35%,he,7.19%,had,5.76%
more,the,15.0%,once,13.33%,any,11.67%
up,looked,8.22%,gave,4.11%,wake,4.11%
now,and,7.22%,but,4.12%,has,4.12%
long,a,31.87%,his,7.69%,that,7.69%
one,no,12.21%,any,5.34%,every,4.58%
big,his,40.35%,the,12.28%,a,12.28%
said,he,10.78%,rum,9.8%,and,4.9%
didn't,he,49.37%,they,8.86%,i,7.59%
this,and,13.64%,to,9.09%,about,7.58%
away,right,22.73%,far,6.06%,run,4.55%
himself,to,21.43%,settled,5.36%,by,5.36%
made,he,17.54%,had,15.79%,and,12.28%
than,more,27.45%,better,15.69%,house,3.92%
had,he,33.46%,she,5.0%,they,3.46%
nature,mother,100.0%
she,that,8.73%,as,7.94%,when,5.56%
who,those,12.7%,one,6.35%,frog,4.76%
