word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,2.8%,him,1.28%,me,1.13%
the,of,14.93%,in,7.27%,to,6.31%
at,and,3.4%,was,3.23%,not,1.61%
was,he,12.5%,it,12.09%,i,8.14%
from,him,2.11%,and,1.93%,far,1.29%
made,he,9.3%,had,8.72%,and,6.1%
of,one,2.63%,out,1.93%,state,1.01%
his,of,16.56%,in,6.46%,to,5.49%
own,his,44.97%,my,22.48%,their,13.7%
i,and,8.28%,that,4.87%,which,3.87%
a,of,8.75%,in,5.76%,and,4.3%
life,his,19.55%,my,18.44%,of,10.61%
sir,of,9.9%,said,7.25%,by,4.11%
high,the,14.74%,a,11.54%,of,8.33%
in,and,3.57%,was,2.48%,him,1.18%
ireland,in,48.53%,of,29.41%,to,6.18%
c,c,25.13%,mr,2.51%,k,2.01%
three,or,15.56%,the,11.11%,of,5.0%
and,him,1.07%,me,0.58%,it,0.54%
to,as,3.14%,him,1.54%,and,1.29%
this,of,13.75%,in,7.32%,at,6.43%
is,it,26.03%,there,6.05%,he,2.98%
person,a,18.54%,the,9.76%,any,9.27%
whom,of,14.14%,to,14.14%,with,10.47%
have,i,26.72%,would,11.7%,to,10.73%
long,a,15.41%,so,11.99%,the,6.51%
among,even,2.58%,and,2.58%,author,1.94%
my,of,14.5%,in,7.46%,to,6.01%
for,and,1.26%,him,1.16%,as,0.96%
been,had,44.6%,have,26.64%,has,6.1%
too,was,11.37%,and,5.49%,rather,5.1%
be,to,37.08%,would,7.28%,may,7.15%
any,of,10.13%,in,6.47%,than,5.17%
it,of,5.91%,that,4.87%,and,4.19%
only,the,15.32%,not,10.91%,was,8.31%
as,and,5.88%,well,2.68%,considered,1.73%
may,it,11.82%,i,8.11%,they,5.41%
one,of,4.96%,in,4.36%,was,3.34%
who,those,5.02%,and,3.04%,person,2.92%
can,i,23.28%,there,5.17%,they,4.74%
all,of,9.84%,at,8.65%,in,6.26%
not,did,13.42%,was,12.32%,could,10.18%
its,of,14.19%,and,9.07%,in,8.14%
but,him,1.41%,it,1.21%,nothing,1.21%
which,of,7.26%,in,3.82%,to,2.92%
first,the,54.19%,my,7.19%,at,5.39%
me,to,20.14%,told,6.38%,with,3.24%
