word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
and,the,6.89%,i,3.02%,a,2.73%
the,same,1.68%,most,1.65%,irish,1.09%
this,was,6.67%,time,2.86%,moment,2.22%
was,a,6.25%,not,4.85%,the,4.22%
from,the,28.57%,his,9.06%,a,6.62%
made,a,18.87%,to,5.66%,the,4.72%
by,the,25.92%,a,10.01%,my,5.01%
of,the,23.12%,a,6.65%,his,6.46%
his,own,6.6%,head,1.99%,body,1.3%
own,and,3.77%,at,2.52%,house,2.52%
sir,john,34.94%,william,18.07%,hercules,6.63%
irish,bar,7.44%,people,5.79%,character,3.31%
c,c,28.57%,the,9.52%,were,7.14%
in,the,25.21%,a,7.78%,his,4.62%
three,or,8.11%,months,5.41%,of,5.41%
a,very,2.82%,few,1.9%,good,1.45%
to,the,13.76%,be,7.12%,his,3.16%
my,sowl,4.65%,own,3.57%,uncle,3.26%
lord,mayor,16.98%,clare,11.32%,g,9.43%
general,lake,9.8%,and,7.84%,washington,5.88%
must,be,22.81%,have,17.54%,fight,7.02%
ever,saw,5.22%,he,4.35%,so,3.48%
be,a,6.51%,no,2.49%,the,2.49%
any,thing,10.0%,of,4.12%,more,2.94%
however,the,9.32%,was,4.24%,i,3.39%
may,be,33.33%,not,8.11%,have,3.6%
its,changed,13.99%,natural,2.1%,own,2.1%
such,a,27.52%,as,9.17%,an,8.26%
has,been,23.01%,not,6.19%,a,5.31%
been,a,4.7%,in,3.85%,the,3.42%
as,the,8.27%,to,8.0%,a,7.35%
first,of,4.17%,volume,3.12%,volumes,3.12%
two,of,8.5%,years,3.27%,or,3.27%
these,two,6.41%,sketches,5.13%,were,5.13%
but,the,8.15%,i,5.5%,he,4.89%
when,the,12.87%,he,12.5%,i,10.66%
also,a,5.56%,received,3.7%,that,3.7%
one,of,32.39%,or,4.83%,to,1.99%
most,of,3.48%,extraordinary,2.99%,interesting,2.49%
that,the,9.85%,he,7.93%,i,4.83%
or,the,4.69%,two,4.49%,any,3.12%
will,be,18.75%,have,5.36%,not,5.36%
