word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,3.13%,him,1.19%,over,1.04%
the,of,14.06%,in,7.54%,to,5.87%
at,and,3.01%,was,2.6%,not,1.5%
was,it,11.99%,he,10.83%,i,6.18%
from,miles,1.72%,and,1.72%,away,1.72%
made,he,15.31%,and,7.14%,had,7.14%
of,one,3.04%,out,2.96%,part,1.01%
his,of,16.42%,in,5.78%,to,5.64%
own,his,52.76%,their,15.34%,my,14.11%
sir,said,11.4%,of,8.29%,by,3.63%
irish,the,46.21%,an,14.39%,of,10.61%
c,c,29.27%,meat,2.44%,union,1.22%
in,and,3.25%,was,2.62%,him,1.14%
three,the,10.67%,or,6.67%,at,5.33%
a,of,9.39%,in,5.4%,with,4.73%
to,as,3.37%,him,1.74%,changed,1.36%
lord,my,16.3%,of,8.7%,the,7.61%
general,in,20.37%,the,11.11%,a,11.11%
must,i,21.05%,he,8.77%,you,8.77%
ever,that,9.57%,i,9.57%,had,6.09%
be,to,34.48%,would,9.39%,may,7.09%
any,of,8.33%,in,5.28%,to,5.28%
however,was,7.21%,not,3.6%,this,2.7%
may,i,8.33%,it,8.33%,he,7.41%
its,of,15.91%,and,15.15%,in,6.82%
such,of,7.55%,for,5.66%,in,4.72%
has,he,12.84%,it,7.34%,who,6.42%
been,had,40.25%,have,24.58%,has,11.02%
my,of,11.85%,in,7.23%,to,5.35%
as,and,5.82%,well,3.01%,but,1.84%
first,the,60.0%,my,5.26%,two,4.21%
two,the,16.03%,or,14.74%,and,6.41%
these,of,33.33%,in,5.13%,by,5.13%
and,him,1.52%,me,0.67%,it,0.64%
but,nothing,2.14%,it,1.5%,else,1.5%
when,and,7.2%,but,3.03%,that,2.65%
also,he,11.32%,was,9.43%,and,7.55%
one,of,4.64%,not,3.77%,in,3.77%
most,the,45.1%,a,11.27%,and,4.9%
that,and,5.89%,of,5.43%,in,2.3%
or,one,3.41%,man,1.41%,five,1.2%
will,i,15.38%,you,6.73%,and,5.77%
have,i,23.92%,would,10.48%,to,9.14%
into,got,3.68%,came,3.16%,put,3.16%
upon,seized,2.22%,comments,1.48%,take,1.48%
which,of,8.27%,in,3.26%,and,2.26%
i,and,8.83%,said,5.66%,that,4.41%
not,was,12.26%,did,11.72%,could,9.06%
indeed,or,7.41%,and,5.56%,is,3.7%
your,of,9.68%,on,5.81%,please,5.16%
me,to,12.5%,told,9.27%,with,4.44%
had,he,20.63%,i,9.53%,who,6.97%
much,as,15.13%,so,10.08%,too,5.88%
were,they,13.01%,we,4.34%,there,3.65%
with,and,2.43%,connected,1.57%,him,1.57%
still,was,11.86%,and,6.78%,a,5.08%
him,with,5.8%,to,5.36%,for,3.35%
very,a,24.46%,the,14.03%,was,4.32%
he,that,7.76%,as,6.51%,if,4.73%
for,and,1.32%,him,1.18%,sent,1.03%
is,it,19.48%,there,7.85%,he,4.07%
if,as,19.72%,and,9.69%,that,7.61%
it,of,7.5%,and,3.89%,that,3.75%
should,i,19.85%,he,18.32%,it,7.63%
good,a,19.89%,very,8.52%,the,6.82%
an,of,7.77%,as,4.02%,by,4.02%
after,and,12.0%,inserted,4.67%,months,2.67%
more,a,7.26%,the,6.45%,no,6.45%
than,more,14.2%,better,5.68%,less,4.55%
over,passed,3.6%,came,3.6%,him,3.6%
head,his,35.14%,the,25.68%,your,4.05%
man,a,18.06%,the,8.33%,any,6.25%
can,i,28.92%,there,9.64%,they,7.23%
never,i,12.82%,he,12.18%,and,7.69%
best,the,69.23%,very,9.62%,his,5.77%
therefore,i,17.19%,and,12.5%,he,9.38%
only,was,12.4%,the,10.74%,not,9.09%
you,if,7.65%,do,5.81%,tell,4.89%
this,of,13.55%,in,5.48%,at,5.48%
then,and,18.75%,was,15.91%,he,4.55%
now,was,9.63%,i,4.81%,and,4.81%
am,i,89.09%,alone,1.82%,certainly,1.82%
nearly,was,10.71%,and,8.93%,that,5.36%
do,to,28.81%,i,15.25%,could,5.93%
on,and,3.16%,but,1.83%,went,1.66%
some,for,7.34%,of,6.78%,in,5.65%
so,and,7.32%,was,3.38%,be,2.82%
all,of,7.32%,at,6.82%,and,5.05%
they,as,9.73%,if,7.03%,when,5.68%
person,a,17.31%,the,15.38%,his,11.54%
nor,crookeder,3.28%,person,1.64%,argument,1.64%
even,not,12.5%,or,9.72%,and,8.33%
friend,my,26.67%,a,15.0%,his,10.0%
present,the,42.86%,at,12.5%,was,7.14%
great,a,21.25%,the,15.0%,with,11.25%
their,of,13.93%,in,8.71%,to,6.72%
are,you,11.39%,they,10.13%,there,6.96%
too,was,13.64%,and,4.55%,is,4.55%
whole,the,84.62%,a,6.15%,his,3.08%
rather,or,19.7%,i,6.06%,was,6.06%
having,and,12.07%,after,6.03%,for,5.17%
there,and,7.65%,that,7.65%,but,3.83%
without,and,7.0%,might,2.0%,shots,2.0%
them,of,21.88%,to,5.8%,among,3.12%
under,was,6.25%,and,4.69%,from,4.69%
between,distinction,5.56%,meeting,3.7%,dialogue,3.7%
before,that,2.29%,ever,2.29%,days,2.29%
fair,the,35.48%,donnybrook,11.29%,my,9.68%
give,to,47.3%,and,4.05%,i,4.05%
every,in,7.39%,and,7.39%,of,4.93%
being,of,11.33%,not,7.88%,and,6.4%
who,man,3.07%,person,2.39%,those,2.05%
take,to,38.46%,would,9.23%,not,4.62%
state,a,22.41%,the,15.52%,former,8.62%
ireland,in,62.26%,of,19.81%,to,7.55%
country,the,34.25%,that,8.22%,a,8.22%
people,the,26.23%,irish,11.48%,by,4.92%
better,a,14.49%,no,11.59%,the,7.25%
always,was,14.29%,were,14.29%,he,10.0%
back,the,12.9%,his,11.29%,come,9.68%
generally,was,9.8%,is,7.84%,and,5.88%
quite,was,23.68%,not,3.95%,and,3.95%
about,was,6.6%,set,3.77%,more,2.83%
came,he,15.15%,down,4.55%,ever,4.55%
new,a,36.54%,the,15.38%,his,7.69%
family,the,31.08%,his,12.16%,a,6.76%
time,some,9.56%,the,9.56%,same,8.82%
what,of,7.87%,and,4.72%,in,3.15%
left,and,11.11%,the,9.26%,had,9.26%
no,had,10.81%,was,6.31%,have,4.8%
where,any,6.41%,dublin,3.85%,and,3.85%
same,the,79.66%,that,11.02%,very,7.63%
those,of,28.57%,to,6.59%,in,6.59%
found,i,19.72%,he,18.31%,was,7.04%
well,as,22.88%,very,9.8%,so,5.23%
full,in,18.97%,the,17.24%,a,17.24%
other,the,37.41%,or,8.63%,each,7.91%
way,by,15.28%,the,12.5%,same,5.56%
like,in,3.25%,should,2.44%,the,2.44%
just,had,14.06%,was,9.38%,is,4.69%
down,and,6.93%,go,4.95%,set,2.97%
make,to,56.72%,would,7.46%,not,5.97%
would,he,16.2%,it,11.27%,they,5.28%
put,to,16.42%,he,7.46%,be,4.48%
myself,and,9.26%,was,7.41%,with,5.56%
out,turned,4.59%,cried,4.13%,set,3.21%
her,of,10.74%,to,6.61%,in,5.79%
gentlemen,country,13.85%,the,9.23%,and,6.15%
either,on,6.67%,of,4.0%,without,4.0%
another,and,6.9%,in,5.17%,said,3.45%
many,as,11.49%,so,8.05%,for,8.05%
set,to,11.11%,a,7.41%,immediately,7.41%
could,he,20.34%,i,13.98%,they,6.78%
though,and,15.97%,that,8.4%,it,2.52%
course,of,66.2%,the,12.68%,race,5.63%
up,him,4.47%,put,3.35%,drawn,3.35%
honour,your,33.9%,the,22.03%,of,8.47%
through,escape,3.77%,him,3.77%,pass,3.77%
know,you,35.09%,i,22.81%,not,14.04%
days,few,14.52%,those,11.29%,a,9.68%
our,of,21.37%,in,9.92%,to,9.16%
place,took,27.87%,the,22.95%,a,8.2%
say,to,38.36%,you,9.59%,i,6.85%
