word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,the,25.55%,a,15.86%,his,3.96%
and,the,6.24%,then,5.95%,a,3.56%
the,tramp,3.47%,lord,2.52%,captain,1.93%
this,was,5.19%,is,3.9%,time,3.46%
was,a,13.18%,not,4.11%,the,3.27%
from,the,36.74%,his,9.77%,her,4.19%
made,a,17.39%,him,9.78%,no,6.52%
a,little,4.65%,moment,2.42%,man,1.53%
of,the,21.25%,a,7.07%,his,7.01%
sir,peter,69.64%,said,8.93%,he,3.57%
up,and,12.08%,the,12.08%,to,8.75%
i,suppose,4.86%,was,4.86%,know,4.56%
end,of,41.18%,at,7.84%,the,3.92%
is,a,10.75%,the,8.6%,to,8.06%
but,he,12.35%,the,7.65%,it,6.18%
do,it,10.4%,you,9.6%,not,5.6%
not,a,5.84%,to,5.52%,only,3.9%
their,heads,2.9%,menfolk,2.9%,natures,2.9%
they,were,18.35%,had,9.17%,are,3.67%
have,been,13.11%,to,9.29%,a,6.56%
other,side,9.59%,people,6.85%,things,5.48%
so,that,6.06%,he,5.05%,much,4.55%
to,the,13.61%,be,7.98%,a,3.28%
be,a,11.3%,the,4.11%,in,2.05%
on,the,32.42%,his,6.97%,a,4.55%
great,staircase,3.57%,seal,3.57%,an,2.38%
such,a,39.22%,things,7.84%,as,3.92%
are,the,8.54%,you,8.54%,to,3.66%
under,the,37.5%,his,14.29%,one,5.36%
people,were,11.76%,and,5.88%,could,3.92%
too,much,13.24%,busy,4.41%,rapid,2.94%
came,to,16.67%,into,9.09%,out,5.3%
who,was,27.27%,had,14.77%,should,3.41%
mr,darling,90.57%,and,1.89%,timbre,1.89%
its,way,8.96%,two,4.48%,hind,2.99%
two,of,8.0%,towers,2.67%,places,2.67%
with,a,23.19%,the,15.63%,his,6.89%
away,from,19.28%,and,6.02%,the,4.82%
that,he,11.24%,the,7.06%,was,5.75%
now,he,7.83%,the,6.09%,and,5.22%
in,the,33.94%,a,11.95%,his,7.47%
which,he,17.65%,had,6.86%,it,5.88%
it,was,25.09%,had,4.18%,seemed,4.18%
for,a,24.74%,the,16.28%,some,4.65%
old,man,10.67%,gentleman,9.33%,of,5.33%
how,was,7.14%,to,7.14%,i,5.71%
at,the,27.98%,last,9.59%,a,5.44%
last,the,11.48%,it,4.92%,few,4.92%
had,been,11.93%,a,9.17%,to,4.43%
long,time,12.96%,and,7.41%,interval,5.56%
any,other,10.0%,rate,8.75%,of,3.75%
boy,said,5.83%,he,5.83%,and,3.88%
his,head,3.61%,own,2.37%,face,2.27%
an,hour,3.48%,old,2.61%,air,2.17%
only,the,10.34%,too,4.6%,by,3.45%
sort,of,77.94%,that,4.41%,said,2.94%
he,was,15.02%,had,14.0%,said,6.32%
did,not,44.53%,he,9.38%,it,5.47%
said,the,27.7%,mr,13.65%,mrs,4.89%
would,be,22.28%,have,15.22%,go,7.07%
go,to,10.95%,on,10.22%,in,6.57%
good,night,5.95%,and,4.76%,people,3.57%
very,fair,5.08%,softly,2.82%,much,2.82%
him,and,7.23%,he,6.73%,to,5.99%
