word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
by,and,2.79%,surrounded,1.71%,made,1.24%
the,of,17.43%,in,11.0%,and,4.85%
at,and,2.86%,is,2.33%,was,1.79%
was,he,17.06%,it,13.76%,there,4.13%
from,pictures,2.48%,scenes,2.48%,and,2.15%
made,he,12.98%,was,7.63%,be,6.11%
of,permission,1.77%,one,1.52%,pictures,1.02%
modern,of,32.58%,the,12.88%,a,6.82%
painting,of,17.39%,english,4.97%,portrait,4.97%
illustration,painted,1.61%,sea,1.61%,painting,1.21%
paris,in,32.35%,of,16.67%,the,15.69%
exhibition,world,19.67%,the,18.03%,munich,9.84%
art,of,26.37%,the,8.24%,english,6.32%
in,and,3.18%,as,1.03%,even,0.83%
to,began,1.39%,is,1.33%,and,1.33%
century,nineteenth,46.88%,the,17.71%,eighteenth,10.42%
london,in,24.36%,of,10.26%,to,5.13%
new,a,32.33%,the,28.57%,of,6.77%
painters,landscape,14.63%,the,12.2%,portrait,6.5%
and,life,0.98%,colour,0.73%,light,0.63%
england,in,54.84%,of,9.68%,for,4.84%
english,the,23.78%,of,12.8%,in,6.71%
historical,the,15.09%,of,11.32%,an,7.55%
with,and,2.06%,woman,1.32%,painted,1.15%
pre,the,67.27%,new,7.27%,a,3.64%
against,reaction,11.86%,leaning,6.78%,battle,3.39%
beautiful,the,10.71%,most,10.71%,and,8.93%
form,of,32.5%,the,11.25%,human,3.75%
pictures,his,28.05%,the,11.43%,their,6.49%
life,of,18.01%,the,9.19%,his,6.62%
painter,the,32.26%,a,20.65%,portrait,7.74%
picture,the,26.23%,a,15.57%,his,8.2%
could,he,11.32%,who,9.43%,which,7.55%
no,is,13.0%,has,4.04%,was,3.59%
place,the,36.56%,taken,5.38%,first,5.38%
after,years,4.03%,effort,3.23%,and,3.23%
once,at,30.65%,had,4.84%,lives,4.84%
more,once,12.89%,and,9.33%,a,8.89%
a,of,10.09%,in,8.04%,with,6.1%
influence,the,43.55%,his,6.45%,formative,4.84%
artistic,the,22.37%,of,10.53%,his,6.58%
